"id","date","price","bedrooms","bathrooms","sqft_lot","sqft_living","lat","long"
"36856","20141013T000000","14.83","1","1","36","43","-70.65368","-33.43616"
"36819","20141013T000000","13.97","2","2","48","48","-70.64713","-33.43622"
"36825","20141013T000000","13.99","1","1","52","56","-70.65562","-33.43784"
"36827","20141013T000000","14.07","2","2","68","74","-70.65928","-33.43584"
"36828","20141013T000000","14.19","1","1","47","50","-70.65604","-33.43798"
"36831","20141013T000000","14.36","1","1","40","40","-70.64498","-33.43798"
"36833","20141013T000000","14.52","2","2","60","65","-70.65401","-33.43632"
"36835","20141013T000000","14.52","2","2","55","55","-70.6601","-33.43341"
"36837","20141013T000000","14.7","1","1","45","49","-70.64483","-33.43897"
"36841","20141013T000000","14.7","1","1","37","40","-70.6541","-33.43623"
"36842","20141013T000000","14.7","2","2","57","60","-70.64353","-33.42601"
"36843","20141013T000000","14.7","2","1","47","49","-70.65533","-33.43331"
"36844","20141013T000000","14.7","1","1","45","45","-70.64563","-33.43738"
"36845","20141013T000000","14.7","1","1","45","45","-70.64563","-33.43738"
"36847","20141013T000000","14.71","2","1","40","40","-70.6553","-33.4377"
"36850","20141013T000000","14.71","2","2","52","54","-70.65667","-33.43552"
"36854","20141013T000000","14.73","1","1","35","35","-70.65826","-33.43209"
"36857","20141013T000000","14.85","1","1","42","42","-70.6537","-33.43614"
"36858","20141013T000000","15.07","2","2","60","65","-70.65913","-33.44234"
"36859","20141013T000000","15.44","2","2","48","53","-70.64633","-33.44031"
"36860","20141013T000000","15.44","2","2","50","50","-70.65872","-33.44031"
"36861","20141013T000000","15.45","1","1","45","50","-70.645","-33.438"
"36862","20141013T000000","15.47","1","1","50","51","-70.6456","-33.4374"
"36863","20141013T000000","15.5","2","2","85","87","-70.64457","-33.44324"
"36864","20141013T000000","15.8","2","2","60","66","-70.65799","-33.43893"
"36865","20141013T000000","15.81","2","2","52","59","-70.65638","-33.43558"
"36866","20141013T000000","15.81","3","2","55","55","-70.65493","-33.43653"
"36867","20141013T000000","15.81","3","2","80","80","-70.65575","-33.4361"
"36869","20141013T000000","15.82","1","1","52","60","-70.6448","-33.439"
"36871","20141013T000000","16.26","2","2","52","55","-70.65996","-33.44335"
"36872","20141013T000000","16.27","2","2","52","55","-70.65996","-33.44335"
"36874","20141013T000000","16.54","2","1","55","60","-70.64402","-33.44379"
"36876","20141013T000000","16.54","3","2","75","78","-70.65657","-33.44021"
"36877","20141013T000000","16.54","2","2","51","57","-70.65859","-33.43513"
"36868","20141013T000000","15.81","1","1","45","49","-70.64483","-33.43897"
"36870","20141013T000000","16.18","3","2","55","55","-70.6541","-33.43623"
"36873","20141013T000000","16.54","2","2","88","91","-70.65791","-33.43821"
"36875","20141013T000000","16.54","2","2","60","60","-70.6565","-33.43695"
"36878","20141013T000000","16.54","1","2","58","64","-70.65718","-33.43685"
"36879","20141013T000000","16.54","2","2","41","47","-70.6586","-33.4356"
"36880","20141013T000000","16.55","2","1","56","61","-70.6569","-33.4341"
"36881","20141013T000000","16.55","2","2","60","60","-70.64405","-33.43326"
"36882","20141013T000000","16.55","2","2","45","45","-70.647","-33.4371"
"36883","20141013T000000","16.55","2","2","46","46","-70.6586","-33.4357"
"36884","20141013T000000","16.55","2","2","55","55","-70.645","-33.4366"
"36885","20141013T000000","16.56","2","2","58","68","-70.6534","-33.43332"
"36886","20141013T000000","16.62","2","1","55","58","-70.64678","-33.43295"
"36887","20141013T000000","16.79","1","1","30","32","-70.64464","-33.44352"
"36888","20141013T000000","16.83","1","1","40","40","-70.64633","-33.44031"
"36889","20141013T000000","16.91","2","2","60","62","-70.65826","-33.43209"
"36890","20141013T000000","16.92","2","2","50","50","-70.65751","-33.43811"
"36891","20141013T000000","16.95","2","1","70","70","-70.64399","-33.43583"
"36892","20141013T000000","17.43","2","1","41","41","-70.65594","-33.43385"
"36893","20141013T000000","17.68","2","1","70","71","-70.65648","-33.44145"
"36894","20141013T000000","17.76","2","1","85","85","-70.65253","-33.43627"
"36895","20141013T000000","18.11","2","2","50","53","-70.65996","-33.44335"
"36896","20141013T000000","18.38","2","2","86","97","-70.65788","-33.4368"
"36897","20141013T000000","18.38","2","1","52","52","-70.64957","-33.43704"
"36898","20141013T000000","18.38","2","2","80","85","-70.65804","-33.43697"
"36899","20141013T000000","18.38","2","2","75","82","-70.65783","-33.43692"
"36900","20141013T000000","18.38","2","1","60","65","-70.6568","-33.4341"
"36903","20141013T000000","18.38","1","1","40","40","-70.6444","-33.4364"
"36904","20141013T000000","18.38","1","1","65","65","-70.65654","-33.43802"
"36902","20141013T000000","18.38","1","1","40","40","-70.644","-33.436"
"36905","20141013T000000","18.39","2","2","83","86","-70.6577","-33.4368"
"36906","20141013T000000","18.39","3","2","85","92","-70.64678","-33.43295"
"36907","20141013T000000","18.39","3","2","78","78","-70.6593","-33.4384"
"36908","20141013T000000","18.57","1","1","40","40","-70.64563","-33.43738"
"36909","20141013T000000","18.57","1","1","40","40","-70.64563","-33.43738"
"36910","20141013T000000","19.23","2","1","65","65","-70.6441","-33.4371"
"36911","20141013T000000","19.49","2","2","78","90","-70.65788","-33.4368"
"36912","20141013T000000","20.22","3","2","80","87","-70.6601","-33.43341"
"36913","20141013T000000","20.22","2","2","77","77","-70.65718","-33.43685"
"36914","20141013T000000","20.3","3","2","70","76","-70.65657","-33.44021"
"36915","20141013T000000","20.51","1","1","47","51","-70.65582","-33.43793"
"36916","20141013T000000","20.51","1","1","70","70","-70.64422","-33.43682"
"36917","20141013T000000","20.95","2","2","53","53","-70.64786","-33.43706"
"36918","20141013T000000","21.55","2","2","50","103","-70.65689","-33.4371"
"36919","20141013T000000","22.06","2","2","100","100","-70.6454","-33.4393"
"36920","20141013T000000","22.06","2","2","51","55","-70.6471","-33.437"
"36921","20141013T000000","22.08","2","3","80","80","-70.64553","-33.43515"
"36922","20141013T000000","22.2","1","1","54","100","-70.6478","-33.4347"
"36923","20141013T000000","22.79","2","1","77","81","-70.64356","-33.4373"
"36924","20141013T000000","22.8","3","2","85","85","-70.64539","-33.44234"
"36925","20141013T000000","25.7","1","1","50","53","-70.6445","-33.43723"
"36926","20141013T000000","25.73","3","3","110","130","-70.64437","-33.43565"
"36927","20141013T000000","25.73","3","3","108","116","-70.65615","-33.43663"
"36928","20141013T000000","25.74","2","1","105","105","-70.64687","-33.43454"
"36930","20141013T000000","25.82","2","2","110","110","-70.6461","-33.4349"
"36931","20141013T000000","25.89","3","3","150","170","-70.6441","-33.4356"
"36932","20141013T000000","26","3","3","200","200","-70.64608","-33.43478"
"36933","20141013T000000","33.1","3","2","150","160","-70.6475","-33.4349"
"36934","20141013T000000","40.69","2","2","200","205","-70.6456","-33.4351"
"36935","20141013T000000","49.92","5","4","120","143","-70.64326","-33.43711"
"36936","20141013T000000","51.11","3","2","160","179","-70.6451","-33.4354"
"36937","20141013T000000","58.92","3","2","298","298","-70.6436","-33.43805"
"36938","20141013T000000","220","9","8","2","2","-70.66013","-33.44431"
"36942","20141013T000000","7.35","1","1","20","20","-70.65045","-33.43783"
"36943","20141013T000000","9.92","1","1","38","40","-70.6541","-33.43623"
"36944","20141013T000000","9.92","1","1","25","25","-70.65078","-33.44143"
"36945","20141013T000000","9.93","1","1","40","40","-70.6469","-33.43932"
"36946","20141013T000000","9.93","1","1","40","40","-70.644","-33.43606"
"36947","20141013T000000","10.3","1","1","30","30","-70.65657","-33.44021"
"36948","20141013T000000","10.3","1","1","42","45","-70.64803","-33.43559"
"36949","20141013T000000","10.66","1","1","38","38","-70.65493","-33.43653"
"36950","20141013T000000","10.66","1","1","38","39","-70.65859","-33.43513"
"36951","20141013T000000","10.66","1","1","32","38","-70.65291","-33.43168"
"36952","20141013T000000","10.66","1","1","33","33","-70.64802","-33.43589"
"36953","20141013T000000","10.66","1","1","38","38","-70.65818","-33.43864"
"36954","20141013T000000","10.85","1","1","33","33","-70.65688","-33.43796"
"36955","20141013T000000","10.99","1","1","46","46","-70.65818","-33.43864"
"36956","20141013T000000","11.04","1","1","32","32","-70.64459","-33.43621"
"36957","20141013T000000","11.25","1","1","50","50","-70.65695","-33.43669"
"36958","20141013T000000","11.4","1","1","42","45","-70.64787","-33.43959"
"36959","20141013T000000","11.76","1","1","35","35","-70.64499","-33.43914"
"36960","20141013T000000","12.13","1","1","40","40","-70.64485","-33.43657"
"36961","20141013T000000","12.13","1","1","35","37","-70.64545","-33.43748"
"36962","20141013T000000","12.14","2","1","38","39","-70.6589","-33.4361"
"36963","20141013T000000","12.14","2","1","38","38","-70.65781","-33.43574"
"36964","20141013T000000","12.5","1","1","48","50","-70.65718","-33.43685"
"36965","20141013T000000","12.5","1","1","35","35","-70.64367","-33.43638"
"36966","20141013T000000","12.68","1","1","50","55","-70.65654","-33.43802"
"36967","20141013T000000","12.68","1","1","33","33","-70.64491","-33.44298"
"36968","20141013T000000","12.87","1","1","20","25","-70.65898","-33.44287"
"36969","20141013T000000","13.1","1","1","48","55","-70.65718","-33.43685"
"36970","20141013T000000","13.23","2","2","57","57","-70.657","-33.4358"
"36971","20141013T000000","13.23","1","1","29","29","-70.65686","-33.43678"
"36973","20141013T000000","13.24","2","2","50","50","-70.64889","-33.43544"
"36974","20141013T000000","13.24","1","1","46","46","-70.6565","-33.43695"
"36975","20141013T000000","13.97","2","2","56","56","-70.65036","-33.43792"
"36976","20141013T000000","13.97","1","1","33","37","-70.64735","-33.43662"
"36977","20141013T000000","13.97","1","1","45","45","-70.64786","-33.43706"
"36978","20141013T000000","14.53","2","1","48","48","-70.64446","-33.4379"
"36979","20141013T000000","14.7","2","1","65","65","-70.65253","-33.43627"
"36980","20141013T000000","14.7","2","1","65","70","-70.64658","-33.43309"
"36981","20141013T000000","14.71","2","1","57","57","-70.64401","-33.4367"
"36982","20141013T000000","15","1","2","60","60","-70.65718","-33.43685"
"36983","20141013T000000","15.07","2","2","45","47","-70.65045","-33.43783"
"36985","20141013T000000","15.8","2","2","60","70","-70.65809","-33.43873"
"36987","20141013T000000","16","2","2","70","70","-70.64645","-33.42597"
"36989","20141013T000000","16.54","1","1","36","42","-70.65368","-33.43627"
"36991","20141013T000000","16.55","2","2","60","63","-70.65707","-33.43556"
"36993","20141013T000000","18.38","2","2","60","65","-70.64482","-33.44307"
"36995","20141013T000000","18.39","2","2","64","68","-70.65774","-33.44038"
"36997","20141013T000000","20.22","2","2","67","67","-70.64687","-33.43602"
"36999","20141013T000000","27.57","3","2","100","100","-70.64839","-33.43467"
"36984","20141013T000000","15.44","2","2","50","50","-70.65036","-33.43792"
"36986","20141013T000000","15.81","2","2","64","60","-70.65859","-33.43513"
"36988","20141013T000000","16.54","2","1","50","50","-70.64413","-33.43709"
"36990","20141013T000000","16.55","1","1","63","69","-70.65425","-33.43696"
"36992","20141013T000000","16.59","1","2","58","64","-70.65718","-33.43685"
"36994","20141013T000000","18.38","2","2","55","55","-70.64434","-33.43597"
"36996","20141013T000000","19.12","3","2","75","80","-70.6435","-33.42599"
"36998","20141013T000000","22.06","2","1","95","95","-70.64357","-33.43722"
"37000","20141013T000000","36.77","3","2","165","175","-70.64493","-33.4357"
